Sample in Buffer,Sample in Window,TRIGGER,dbg_sd_clk_o,dbg_sd_cmd_en_o,dbg_sd_cmd_i,dbg_sd_dat_en_o,dbg_sd_dat_i[3:0],i_croc_soc/i_croc/i_adc_acquisition_top/dbg_adc_clk,i_croc_soc/i_croc/i_adc_acquisition_top/dbg_adc_data[13:0],i_croc_soc/i_croc/i_adc_acquisition_top/dbg_adc_data_word[31:0],i_croc_soc/i_croc/i_adc_acquisition_top/dbg_dma_address[31:0],i_croc_soc/i_croc/i_adc_acquisition_top/dbg_dma_data[31:0],i_croc_soc/i_croc/i_adc_acquisition_top/dbg_dma_push,i_croc_soc/i_croc/i_adc_acquisition_top/dbg_mode[7:0],i_croc_soc/i_croc/i_adc_acquisition_top/dbg_mode_active,i_croc_soc/i_croc/i_adc_acquisition_top/dbg_status[4:0],i_croc_soc/i_croc/i_adc_acquisition_top/dbg_write_head[29:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_autocmd_wrap/i_cmd_logic/cmd_state_d[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_autocmd_wrap/i_cmd_logic/cmd_state_q[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/buffer_empty,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/buffer_read_ready,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/buffer_read_valid,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/buffer_write_ready,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/buffer_write_valid,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/busy_state_d[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/busy_state_q[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/busy_waiting,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/cmd_data_present_i,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/cmd_started_i,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/cmd_transfer_direction_i,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/dat_i[3:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/dat_state_d[1:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/dat_state_q[1:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/accepts_data_port_chunk,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/current_word_counter_d[9:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/current_word_counter_q[9:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/enable_reg,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/read_operation_i,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/reg_empty,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/reg_full,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/reg_length[8:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/reg_pop,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/reg_push,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/single_block_done_d,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/single_block_done_q,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/i_dat_buffer/write_operation_i,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/pause_sd_clk_read,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/pause_sd_clk_write,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/read_state_d[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/read_state_q[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/read_waiting,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/run_timeout_clock,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/sd_cmd_done_i,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/sd_rsp_done_i,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/timeout_elapsed,i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/write_state_d[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/write_state_q[2:0],i_croc_soc/i_croc/i_sdhci_top_obi/i_sdhci_impl/i_dat_wrap/write_waiting,vio_gpio,vio_reset
6876,6876,0,1,0,1,0,f,1,1264,12611260,10002000,12611260,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6877,6877,0,0,0,1,0,f,0,1264,12611260,10002000,12611260,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878,6878,0,1,0,1,0,f,1,1265,12611260,10002000,12611260,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6879,6879,0,0,0,1,0,f,0,1265,12631262,10002000,12631262,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6880,6880,0,1,0,1,0,f,0,1265,12631262,10002000,12631262,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6881,6881,0,0,0,1,0,f,1,1266,12631262,10002000,12631262,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6882,6882,0,1,0,1,0,f,0,1266,12631262,10002000,12631262,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883,6883,0,0,0,1,0,f,1,1267,12631262,10002000,12631262,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6884,6884,0,1,0,1,0,f,0,1267,12651264,10002000,12651264,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6885,6885,0,0,0,1,0,f,1,1268,12651264,10002000,12651264,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6886,6886,0,1,0,1,0,f,0,1268,12651264,10002000,12651264,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6887,6887,0,0,0,1,0,f,0,1268,12651264,10002000,12651264,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6888,6888,0,1,0,1,0,f,1,1269,12671266,10002000,12671266,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,6889,0,0,0,1,0,f,0,1269,12671266,10002000,12671266,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6890,6890,0,1,0,1,0,f,1,126a,12671266,10002000,12671266,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6891,6891,0,0,0,1,0,f,0,126a,12671266,10002000,12671266,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6892,6892,0,1,0,1,0,f,1,126b,12671266,10002000,12671266,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6893,6893,0,0,0,1,0,f,0,126b,12691268,10002000,12691268,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6894,6894,0,1,0,1,0,f,0,126b,12691268,10002000,12691268,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,6895,0,0,0,1,0,f,1,126c,12691268,10002000,12691268,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6896,6896,0,1,0,1,0,f,0,126c,12691268,10002000,12691268,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,6897,0,0,0,1,0,f,1,126d,12691268,10002000,12691268,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6898,6898,0,1,0,1,0,f,0,126d,126b126a,10002000,126b126a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6899,6899,0,0,0,1,0,f,1,126e,126b126a,10002000,126b126a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,6900,0,1,0,1,0,f,0,126e,126b126a,10002000,126b126a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,6901,0,0,0,1,0,f,0,126e,126b126a,10002000,126b126a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,6902,0,1,0,1,0,f,1,126f,126d126c,10002000,126d126c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6903,6903,0,0,0,1,0,f,0,126f,126d126c,10002000,126d126c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,6904,0,1,0,1,0,f,1,1270,126d126c,10002000,126d126c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6905,6905,0,0,0,1,0,f,0,1270,126d126c,10002000,126d126c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6906,6906,0,1,0,1,0,f,1,1271,126d126c,10002000,126d126c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,6907,0,0,0,1,0,f,0,1271,126f126e,10002000,126f126e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,6908,0,1,0,1,0,f,0,1271,126f126e,10002000,126f126e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6909,6909,0,0,0,1,0,f,1,1272,126f126e,10002000,126f126e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,6910,0,1,0,1,0,f,0,1272,126f126e,10002000,126f126e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,6911,0,0,0,1,0,f,1,1273,126f126e,10002000,126f126e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,6912,0,1,0,1,0,f,0,1273,12711270,10002000,12711270,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913,6913,0,0,0,1,0,f,1,1274,12711270,10002000,12711270,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,6914,0,1,0,1,0,f,0,1274,12711270,10002000,12711270,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,6915,0,0,0,1,0,f,1,1274,12711270,10002000,12711270,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,6916,0,1,0,1,0,f,1,1275,12731272,10002000,12731272,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6917,6917,0,0,0,1,0,f,0,1275,12731272,10002000,12731272,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,6918,0,1,0,1,0,f,1,1276,12731272,10002000,12731272,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6919,6919,0,0,0,1,0,f,0,1276,12731272,10002000,12731272,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,6920,0,1,0,1,0,f,1,1277,12731272,10002000,12731272,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,6921,0,0,0,1,0,f,0,1277,12751274,10002000,12751274,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,6922,0,1,0,1,0,f,1,1279,12751274,10002000,12751274,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,6923,0,0,0,1,0,f,0,1278,12751274,10002000,12751274,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,6924,0,1,0,1,0,f,0,1278,12751274,10002000,12751274,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6925,6925,0,0,0,1,0,f,1,1279,12771276,10002000,12771276,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926,6926,0,1,0,1,0,f,0,1279,12771276,10002000,12771276,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6927,6927,0,0,0,1,0,f,1,127a,12771276,10002000,12771276,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,6928,0,1,0,1,0,f,0,127a,12771276,10002000,12771276,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6929,6929,0,0,0,1,0,f,1,127b,12771276,10002000,12771276,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,6930,0,1,0,1,0,f,0,127b,12791278,10002000,12791278,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,6931,0,0,0,1,0,f,0,127b,12791278,10002000,12791278,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,6932,0,1,0,1,0,f,1,127c,12791278,10002000,12791278,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,6933,0,0,0,1,0,f,0,127c,12791278,10002000,12791278,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,6934,0,1,0,1,0,f,1,127d,12791278,10002000,12791278,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,6935,0,0,0,1,0,f,0,127d,127b127a,10002000,127b127a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,6936,0,1,0,1,0,f,1,127e,127b127a,10002000,127b127a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,6937,0,0,0,1,0,f,0,127e,127b127a,10002000,127b127a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,6938,0,1,0,1,0,f,0,127e,127b127a,10002000,127b127a,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,6939,0,0,0,1,0,f,1,127f,127d127c,10002000,127d127c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6940,6940,0,1,0,1,0,f,0,127f,127d127c,10002000,127d127c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6941,6941,0,0,0,1,0,f,1,1280,127d127c,10002000,127d127c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,6942,0,1,0,1,0,f,0,1280,127d127c,10002000,127d127c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,6943,0,0,0,1,0,f,1,1281,127d127c,10002000,127d127c,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,6944,0,1,0,1,0,f,0,1281,127f127e,10002000,127f127e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,6945,0,0,0,1,0,f,0,1281,127f127e,10002000,127f127e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6946,6946,0,1,0,1,0,f,1,1282,127f127e,10002000,127f127e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6947,6947,0,0,0,1,0,f,0,1282,127f127e,10002000,127f127e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,6948,0,1,0,1,0,f,1,1283,127f127e,10002000,127f127e,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6949,6949,0,0,0,1,0,f,0,1283,12811280,10002000,12811280,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6950,6950,0,1,0,1,0,f,1,1284,12811280,10002000,12811280,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,6951,0,0,0,1,0,f,0,1284,12811280,10002000,12811280,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6952,6952,0,1,0,1,0,f,0,1284,12811280,10002000,12811280,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6953,6953,0,0,0,1,0,f,1,1285,12831282,10002000,12831282,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6954,6954,0,1,0,1,0,f,0,1285,12831282,10002000,12831282,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,6955,0,0,0,1,0,f,1,1286,12831282,10002000,12831282,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6956,6956,0,1,0,1,0,f,0,1286,12831282,10002000,12831282,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6957,6957,0,0,0,1,0,f,1,1287,12831282,10002000,12831282,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,6958,0,1,0,1,0,f,0,1287,12851284,10002000,12851284,0,00,0,00,04000800,0,0,1,0,0,0,0,0,0,0,1,0,0,f,0,0,0,000,000,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
